CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Fundo_Nao_Listado_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email;Data_Encerramento_Trimestre
14.721.889/0001-00;2022-03-31;1;2022-05-10;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA;2012-12-20;INVESTIDOR QUALIFICADO;BRVPSICTF007;8071897;Não;Não;Sim;Renda;Shoppings;Passiva;Indeterminado;;31/12;Sim;Sim;Não;Sim;Sim;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;14721889000100;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5096;;;www.vam.com.br;RI-VAM@bv.com.br;2022-03-31
14.721.889/0001-00;2022-06-30;1;2022-08-12;FUNDO DE INVESTIMENTO IMOBILIARIO POLO SHOPPING INDAIATUBA;2012-12-20;INVESTIDOR QUALIFICADO;BRVPSICTF007;8071897;Não;Não;Sim;Renda;Shoppings;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;14721889000100;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-06-30
14.721.889/0001-00;2022-09-30;1;2022-11-03;FUNDO DE INVESTIMENTO IMOBILIARIO POLO SHOPPING INDAIATUBA;2012-12-20;INVESTIDOR QUALIFICADO;BRVPSICTF007;8071897;Não;Não;Sim;Renda;Shoppings;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;14721889000100;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-09-30
14.788.458/0001-61;2022-03-31;1;2022-05-05;FUNDO DE INVESTIMENTO IMOBILIARIO AMETISTA - FII;2012-01-19;INVESTIDOR QUALIFICADO;BRAMSACTF005;517537;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;30/06;Não;Não;Sim;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-03-31
14.788.458/0001-61;2022-06-30;1;2022-08-11;FUNDO DE INVESTIMENTO IMOBILIARIO AMETISTA - FII;2012-01-27;INVESTIDOR QUALIFICADO;BRAMSACTF005;517537;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;28/06;Não;Não;Sim;Não;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-06-30
14.788.492/0001-36;2022-03-31;1;2022-05-10;FUNDO DE INVESTIMENTO IMOBILIARIO - FII PATEO BANDEIRANTES;2013-01-04;INVESTIDORES EM GERAL;BRPATBCTF004;3822328;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-03-31
14.788.492/0001-36;2022-06-30;1;2022-08-12;FUNDO DE INVESTIMENTO IMOBILIARIO - FII PATEO BANDEIRANTES;2013-01-21;INVESTIDORES EM GERAL;BRPATBCTF004;3822328;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-06-30
14.793.782/0001-78;2022-03-31;1;2022-05-16;NEWPORT RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;2011-12-20;INVESTIDORES EM GERAL;BRNEWUCTF005;742000;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BANCO GENIAL S.A.;14793782000178;PRAIA DE BOTAFOGO;228;SL 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250906;(21)3923 3000;;;www.bancogenial.com;middleadm@genialinvestimentos.com.br;2022-03-31
14.793.782/0001-78;2022-06-30;1;2022-08-12;NEWPORT RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;2011-12-20;INVESTIDORES EM GERAL;BRNEWUCTF005;742000;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BANCO GENIAL S.A.;14793782000178;PRAIA DE BOTAFOGO;228;SL 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250906;(21)3923 3000;;;www.bancogenial.com;middleadm@genialinvestimentos.com.br;2022-06-30
14.793.782/0001-78;2022-09-30;1;2022-11-11;NEWPORT RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII;2011-12-20;INVESTIDORES EM GERAL;BRNEWUCTF005;742000;Não;Não;Sim;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BANCO GENIAL S.A.;14793782000178;PRAIA DE BOTAFOGO;228;SL 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250906;(21)3923 3000;;;www.bancogenial.com;middleadm@genialinvestimentos.com.br;2022-09-30
14.879.856/0001-93;2022-03-31;1;2022-05-12;FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING JARDIM SUL;2012-07-17;INVESTIDORES EM GERAL;BRJRDMCTF002;2522968;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-03-31
14.879.856/0001-93;2022-06-30;1;2022-08-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII SHOPPING JARDIM SUL;2012-07-17;INVESTIDORES EM GERAL;BRJRDMCTF002;2522968;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-06-30
15.006.267/0001-63;2022-03-31;1;2022-05-10;TRX EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO;2012-11-07;INVESTIDORES EM GERAL;BRXTEDCTF006;1965425;Não;Não;Não;Títulos e Valores Mobiliários;Lajes Corporativas;Ativa;Indeterminado;;30/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-03-31
15.006.267/0001-63;2022-06-30;1;2022-08-11;TRX EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO;2012-11-08;INVESTIDORES EM GERAL;BRXTEDCTF006;1965425;Não;Não;Não;Títulos e Valores Mobiliários;Lajes Corporativas;Ativa;Indeterminado;;30/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-06-30
15.006.267/0001-63;2022-09-30;1;2022-11-09;TRX EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO;2012-11-08;INVESTIDORES EM GERAL;BRXTEDCTF006;1965425;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-09-30
15.006.286/0001-90;2022-03-31;1;2022-05-13;FUNDO DE INVESTIMENTO IMOBILIARIO RIO NEGRO;2012-04-20;INVESTIDORES EM GERAL;BRRNGOCTF003;2676000;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;15006286000190;Av. Chedid Jafet;222;Bloco B - CJ 32;Vila Olímpia;SÃO PAULO;SP;4551065;11 3599 6600;;;riobravo.com.br;fundosimobiliarios@riobravo.com.br;2022-03-31
15.006.286/0001-90;2022-06-30;1;2022-08-11;FUNDO DE INVESTIMENTO IMOBILIARIO RIO NEGRO;2012-04-20;INVESTIDORES EM GERAL;BRRNGOCTF003;2676000;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;15006286000190;Av. Chedid Jafet;222;Bloco B - CJ 32;Vila Olímpia;SÃO PAULO;SP;4551065;11 3599 6600;;;riobravo.com.br;fundosimobiliarios@riobravo.com.br;2022-06-30
15.006.286/0001-90;2022-09-30;1;2022-11-10;FUNDO DE INVESTIMENTO IMOBILIARIO RIO NEGRO;2012-04-20;INVESTIDORES EM GERAL;BRRNGOCTF003;2676000;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;15006286000190;Av. Chedid Jafet;222;Bloco B - CJ 32;Vila Olímpia;SÃO PAULO;SP;4551065;11 3599 6600;;;riobravo.com.br;fundosimobiliarios@riobravo.com.br;2022-09-30
15.098.422/0001-19;2022-03-31;1;2022-05-04;FUNDO DE INVESTIMENTO IMOBILIARIO PLUS;2013-12-06;INVESTIDOR QUALIFICADO;BRVTPLCTF009;1386242;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-03-31
15.098.422/0001-19;2022-06-30;1;2022-08-11;FUNDO DE INVESTIMENTO IMOBILIARIO PLUS;2013-12-06;INVESTIDOR QUALIFICADO;BRVTPLCTF009;1386242;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-06-30
15.098.422/0001-19;2022-09-30;1;2022-11-09;FUNDO DE INVESTIMENTO IMOBILIARIO PLUS;2013-12-06;INVESTIDOR QUALIFICADO;BRVTPLCTF009;1386242;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-09-30
15.254.249/0001-09;2022-03-31;1;2022-05-02;CAIXA FII VLT VEICULO LEVE SOBRE TRILHOS;2013-06-13;INVESTIDOR QUALIFICADO;BRVLTVCTF007;106225000;Não;Não;Não;Híbrido;Híbrido;Ativa;Determinado;2038-09-16;31/12;Não;Não;Sim;Não;Não;CAIXA ECONÔMICA FEDERAL;15254249000109;Avenida Paulista;2300;11 ANDAR;Cerqueira Cesar;São Paulo;SP;01310-300;11 3572-4600;;;www.caixa.gov.br;geafi01@caixa.gov.br;2022-03-31
15.254.249/0001-09;2022-06-30;1;2022-07-28;CAIXA FII VLT VEICULO LEVE SOBRE TRILHOS;2013-06-13;INVESTIDOR QUALIFICADO;BRVLTVCTF007;106225000;Não;Não;Não;Híbrido;Híbrido;Ativa;Determinado;2038-09-16;31/12;Não;Não;Sim;Não;Não;CAIXA ECONÔMICA FEDERAL;15254249000109;Avenida Paulista;2300;11 ANDAR;Cerqueira Cesar;São Paulo;SP;01310-300;11 3572-4600;;;www.caixa.gov.br;geafi01@caixa.gov.br;2022-06-30
15.254.249/0001-09;2022-09-30;1;2022-10-25;CAIXA FII VLT VEICULO LEVE SOBRE TRILHOS;2013-06-13;INVESTIDOR QUALIFICADO;BRVLTVCTF007;106225000;Não;Não;Não;Híbrido;Híbrido;Ativa;Determinado;2038-09-16;31/12;Não;Não;Sim;Não;Não;CAIXA ECONÔMICA FEDERAL;15254249000109;Avenida Paulista;2300;11 ANDAR;Cerqueira Cesar;São Paulo;SP;01310-300;11 3572-4600;;;www.caixa.gov.br;geafi01@caixa.gov.br;2022-09-30
15.296.696/0001-12;2022-03-31;1;2022-05-13;VILA OLIMPIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-08-08;INVESTIDORES EM GERAL;BRVLOLCTF009;1784828;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;OLIVEIRA TRUST DTVM S.A.;15296696000112;Avenida das Américas;3.434;Bloco 07, sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2022-03-31
15.296.696/0001-12;2022-06-30;1;2022-08-12;VILA OLIMPIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-08-08;INVESTIDORES EM GERAL;BRVLOLCTF009;1784828;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;OLIVEIRA TRUST DTVM S.A.;15296696000112;Avenida das Américas;3.434;Bloco 07, sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2022-06-30
15.333.306/0001-37;2022-03-31;1;2022-05-11;FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA;2012-08-27;INVESTIDORES EM GERAL;BREDGACTF001;3812055;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-03-31
15.333.306/0001-37;2022-06-30;1;2022-08-12;FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA;2012-08-27;INVESTIDORES EM GERAL;BREDGACTF001;3812055;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S.A. DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-06-30
15.348.117/0001-38;2022-03-31;1;2022-05-16;SUCCESS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2012-09-14;INVESTIDOR QUALIFICADO;;1000;Não;Não;Não;Renda;Logística;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;15348117000138;Avenida Brigadeiro Faria Lima;2277;17º andar - CJ 1702;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3514-1300;;;www.reag.com.br;dtvm@reag.com.br;2022-03-31
15.348.117/0001-38;2022-06-30;3;2022-08-17;SUCCESS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2012-09-14;INVESTIDOR QUALIFICADO;;1000;Não;Não;Não;Renda;Logística;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;15348117000138;Avenida Brigadeiro Faria Lima;2277;17º andar - CJ 1702;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3514-1300;;;www.reag.com.br;dtvm@reag.com.br;2022-06-30
15.394.563/0001-89;2022-03-31;1;2022-05-12;BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL;2012-05-07;INVESTIDOR QUALIFICADO;BRRNDPCTF007;107481;Não;Não;Sim;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2022-04-30;31/12;Sim;Não;Não;Sim;Não;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;15394563000189;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br;2022-03-31
15.394.563/0001-89;2022-06-30;1;2022-08-04;BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL;2012-05-07;INVESTIDOR QUALIFICADO;BRRNDPCTF007;107481;Não;Não;Sim;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2022-04-30;31/12;Sim;Não;Não;Sim;Não;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;15394563000189;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br;2022-06-30
15.394.563/0001-89;2022-09-30;1;2022-11-11;BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL;2012-05-07;INVESTIDOR QUALIFICADO;BRRNDPCTF007;107481;Não;Não;Sim;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2022-04-30;31/12;Sim;Não;Não;Sim;Não;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;15394563000189;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br;2022-09-30
15.447.108/0001-02;2022-03-31;1;2022-05-13;GAZIT MALLS FUNDO DE INVESTIMENTO IMOBILIARIO;2018-03-01;INVESTIDORES EM GERAL;BRISSHCTF000;21173640;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-03-31
15.447.108/0001-02;2022-06-30;1;2022-08-12;GAZIT MALLS FUNDO DE INVESTIMENTO IMOBILIARIO;2018-03-01;INVESTIDORES EM GERAL;BRISSHCTF000;21173640;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-06-30
15.447.108/0001-02;2022-09-30;1;2022-11-11;GAZIT MALLS FUNDO DE INVESTIMENTO IMOBILIARIO;2018-03-01;INVESTIDOR QUALIFICADO;BRISSHCTF000;21173640;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-09-30
15.447.110/0001-73;2022-03-31;1;2022-05-12;FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING CIDADE JARDIM;2016-12-29;INVESTIDOR QUALIFICADO;BRALVSCTF003;436320821;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-03-31
15.447.110/0001-73;2022-06-30;1;2022-08-11;FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING CIDADE JARDIM;2012-04-12;INVESTIDOR QUALIFICADO;;436320821;Não;Não;Não;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-06-30
15.461.076/0001-91;2022-03-31;1;2022-05-13;FUNDO DE INVESTIMENTOS IMOBILIÁRIOS BR HÓTEIS;2012-08-22;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRBRHTCTF005;1841677;Não;Não;Não;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;ELITE CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS LTDA;15461076000191;PRAÇA PIO X;55;11º;Centro;RIO DE JANEIRO;RJ;20040-020;(21)2142-2100;(21)2142-2103;;www.eliteinvestimentos.com.br;dart@eliteinvestimentos.com.br;2022-03-31
15.461.076/0001-91;2022-06-30;1;2022-08-15;FUNDO DE INVESTIMENTOS IMOBILIÁRIOS BR HÓTEIS;2012-08-22;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRBRHTCTF005;1841677;Não;Não;Não;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;ELITE CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS LTDA;15461076000191;PRAÇA PIO X;55;11º;Centro;RIO DE JANEIRO;RJ;20040-020;(21)2142-2100;(21)2142-2103;;www.eliteinvestimentos.com.br;dart@eliteinvestimentos.com.br;2022-06-30
15.461.076/0001-91;2022-09-30;1;2022-11-07;FUNDO DE INVESTIMENTOS IMOBILIÁRIOS BR HÓTEIS;2012-08-22;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRBRHTCTF005;1841677;Não;Não;Não;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;ELITE CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS LTDA;15461076000191;PRAÇA PIO X;55;11º;Centro;RIO DE JANEIRO;RJ;20040-020;(21)2142-2100;(21)2142-2103;;www.eliteinvestimentos.com.br;dart@eliteinvestimentos.com.br;2022-09-30
15.489.509/0001-17;2022-03-31;1;2022-05-12;JFDCAM - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2015-04-23;INVESTIDOR QUALIFICADO;;48144.1731931;Sim;Não;Sim;Renda;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;15489509000117;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-3750;;;www.vam.com.br;RI-VAM@bv.com.br;2022-03-31
15.489.509/0001-17;2022-06-30;1;2022-08-04;JFDCAM - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2015-04-23;INVESTIDOR QUALIFICADO;;48144.1731931;Sim;Não;Sim;Renda;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;15489509000117;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-3750;;;www.vam.com.br;RI-VAM@bv.com.br;2022-06-30
15.489.509/0001-17;2022-09-30;1;2022-11-08;JFDCAM - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2015-04-23;INVESTIDOR QUALIFICADO;;48144.1731931;Sim;Não;Sim;Renda;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;15489509000117;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-3750;;;www.vam.com.br;RI-VAM@bv.com.br;2022-09-30
15.538.445/0001-05;2022-03-31;2;2022-06-01;SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-03-01;INVESTIDORES EM GERAL;BRSPTWCTF002;1798000;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;15538445000105;PRAIA DE BOTAFOGO;228;SALA 913 (PARTE);BOTAFOGO;RIO DE JANEIRO;RJ;22250906;(21) 3923-3000;;;www.genialinvestimentos.com.br;middleadm@genial.com.vc;2022-03-31
15.538.445/0001-05;2022-06-30;2;2022-09-08;SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-03-01;INVESTIDORES EM GERAL;BRSPTWCTF002;1798000;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;15538445000105;PRAIA DE BOTAFOGO;228;SALA 913 (PARTE);BOTAFOGO;RIO DE JANEIRO;RJ;22250906;(21) 3923-3000;;;www.genialinvestimentos.com.br;middleadm@genial.com.vc;2022-06-30
15.570.431/0001-60;2022-03-31;1;2022-05-13;BANRISUL NOVAS FRONTEIRAS FII;2012-09-11;INVESTIDORES EM GERAL;BRBNFSCTF000;700000;Não;Não;Não;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;OLIVEIRA TRUST DTVM S.A.;15570431000160;AVENIDA DAS AMÉRICAS;3434;BLOCO 07 - SALA 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2022-03-31
